case_uid,geometry_id,protocol,fold_name,heldout_geometry,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value
G06_R0031,G06,LOGO,holdout_G06,G06,25,3,1e-05,0.75,0.1,0.3,4.0,7.0187,7.017214906597227
G06_R0032,G06,LOGO,holdout_G06,G06,25,3,1e-05,0.75,0.2,0.3,4.0,7.7223,7.682721781299633
G06_R0033,G06,LOGO,holdout_G06,G06,25,3,1e-05,0.75,0.3,0.3,4.0,8.6814,8.579053268605684
G06_R0034,G06,LOGO,holdout_G06,G06,25,3,1e-05,0.7,0.1,0.3,4.0,7.0199,7.017272067708337
G06_R0035,G06,LOGO,holdout_G06,G06,25,3,1e-05,0.7,0.2,0.3,4.0,7.7238,7.683111223164712
G06_R0036,G06,LOGO,holdout_G06,G06,25,3,1e-05,0.7,0.3,0.3,4.0,8.6834,8.579349468903303
G06_R0037,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.85,0.1,0.3,4.0,7.0454,7.040808369890881
G06_R0038,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.85,0.2,0.3,4.0,7.7584,7.716973247700223
G06_R0039,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.85,0.3,0.3,4.0,8.7357,8.626392549355158
G06_R0040,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.8,0.1,0.3,4.0,7.0456,7.041101741319455
G06_R0041,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.8,0.2,0.3,4.0,7.7587,7.716856669128793
G06_R0042,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.8,0.3,0.3,4.0,8.736,8.62620033298611
G06_R0043,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.75,0.1,0.3,4.0,7.0458,7.041111127628982
G06_R0044,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.75,0.2,0.3,4.0,7.759,7.717038431926404
G06_R0045,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.75,0.3,0.3,4.0,8.7364,8.626357229265858
G06_R0046,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.7,0.1,0.3,4.0,7.0461,7.040889334573426
G06_R0047,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.7,0.2,0.3,4.0,7.7593,7.717137639366878
G06_R0048,G06,LOGO,holdout_G06,G06,25,3,1e-06,0.7,0.3,0.3,4.0,8.7367,8.626258201884903
G06_R0049,G06,LOGO,holdout_G06,G06,25,6,0.001,0.85,0.1,0.3,4.0,7.3202,7.309231322366515
G06_R0050,G06,LOGO,holdout_G06,G06,25,6,0.001,0.85,0.2,0.3,4.0,7.9426,7.899422301835305
G06_R0051,G06,LOGO,holdout_G06,G06,25,6,0.001,0.85,0.3,0.3,4.0,8.6581,8.583656470535729
G06_R0052,G06,LOGO,holdout_G06,G06,25,6,0.001,0.8,0.1,0.3,4.0,7.3257,7.310056768993498
G06_R0053,G06,LOGO,holdout_G06,G06,25,6,0.001,0.8,0.2,0.3,4.0,7.9505,7.902914716540381
G06_R0054,G06,LOGO,holdout_G06,G06,25,6,0.001,0.8,0.3,0.3,4.0,8.6672,8.58905499747025
G06_R0055,G06,LOGO,holdout_G06,G06,25,6,0.001,0.75,0.1,0.3,4.0,7.3315,7.313549743100643
G06_R0056,G06,LOGO,holdout_G06,G06,25,6,0.001,0.75,0.2,0.3,4.0,7.9588,7.912218063762627
G06_R0057,G06,LOGO,holdout_G06,G06,25,6,0.001,0.75,0.3,0.3,4.0,8.6769,8.598164602362901
G06_R0058,G06,LOGO,holdout_G06,G06,25,6,0.001,0.7,0.1,0.3,4.0,7.3376,7.3161182028273775
G06_R0059,G06,LOGO,holdout_G06,G06,25,6,0.001,0.7,0.2,0.3,4.0,7.9676,7.917793539357868
G06_R0060,G06,LOGO,holdout_G06,G06,25,6,0.001,0.7,0.3,0.3,4.0,8.6874,8.603245735597035
G06_R0061,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.85,0.1,0.3,4.0,7.6604,7.626747479811512
G06_R0062,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.85,0.2,0.3,4.0,8.4015,8.318657727331363
G06_R0063,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.85,0.3,0.3,4.0,9.3762,9.212877760565462
G06_R0064,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.8,0.1,0.3,4.0,7.6636,7.626633198263892
G06_R0065,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.8,0.2,0.3,4.0,8.4056,8.319334907986125
G06_R0066,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.8,0.3,0.3,4.0,9.3815,9.213236925148797
G06_R0067,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.75,0.1,0.3,4.0,7.6669,7.628138047519849
G06_R0068,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.75,0.2,0.3,4.0,8.4099,8.32126092886906
G06_R0069,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.75,0.3,0.3,4.0,9.387,9.215470092906738
G06_R0070,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.7,0.1,0.3,4.0,7.6704,7.628651082341275
G06_R0071,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.7,0.2,0.3,4.0,8.4143,8.322141622321443
G06_R0072,G06,LOGO,holdout_G06,G06,25,6,0.0001,0.7,0.3,0.3,4.0,9.3927,9.215666776240074
G06_R0073,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.85,0.1,0.3,4.0,7.7542,7.710995703490262
G06_R0074,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.85,0.2,0.3,4.0,8.533,8.435835807160913
G06_R0075,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.85,0.3,0.3,4.0,9.5805,9.38559443343251
G06_R0076,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.8,0.1,0.3,4.0,7.7553,7.711034068073595
G06_R0077,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.8,0.2,0.3,4.0,8.5345,8.435962435732346
G06_R0078,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.8,0.3,0.3,4.0,9.5824,9.38563062063489
G06_R0079,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.75,0.1,0.3,4.0,7.7565,7.71147388801408
G06_R0080,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.75,0.2,0.3,4.0,8.536,8.436470661922808
G06_R0081,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.75,0.3,0.3,4.0,9.5844,9.386304597271808
G06_R0082,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.7,0.1,0.3,4.0,7.7577,7.711567873281937
G06_R0083,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.7,0.2,0.3,4.0,8.5376,8.436717152101373
G06_R0084,G06,LOGO,holdout_G06,G06,25,6,1e-05,0.7,0.3,0.3,4.0,9.5865,9.38632617718252
G06_R0085,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.85,0.1,0.3,4.0,7.784,7.737427164042214
G06_R0086,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.85,0.2,0.3,4.0,8.573,8.470868652687582
G06_R0087,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.85,0.3,0.3,4.0,9.6395,9.433472966815462
G06_R0088,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.8,0.1,0.3,4.0,7.7843,7.737467820292213
G06_R0089,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.8,0.2,0.3,4.0,8.5733,8.470836146112907
G06_R0090,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.8,0.3,0.3,4.0,9.6398,9.433301219196416
G06_R0091,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.75,0.1,0.3,4.0,7.7845,7.737590319399362
G06_R0092,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.75,0.2,0.3,4.0,8.5736,8.470983315458126
G06_R0093,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.75,0.3,0.3,4.0,9.6401,9.43334447038689
G06_R0094,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.7,0.1,0.3,4.0,7.7847,7.737593201244599
G06_R0095,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.7,0.2,0.3,4.0,8.5739,8.471070756678364
G06_R0096,G06,LOGO,holdout_G06,G06,25,6,1e-06,0.7,0.3,0.3,4.0,9.6405,9.433387577232129
G06_R0097,G06,LOGO,holdout_G06,G06,25,20,0.001,0.85,0.1,0.3,4.0,9.5687,9.543494446505235
G06_R0098,G06,LOGO,holdout_G06,G06,25,20,0.001,0.85,0.2,0.3,4.0,10.331,10.255331998511911
G06_R0099,G06,LOGO,holdout_G06,G06,25,20,0.001,0.85,0.3,0.3,4.0,11.229,11.078091259424587
G06_R0100,G06,LOGO,holdout_G06,G06,25,20,0.001,0.8,0.1,0.3,4.0,9.5753,9.54441540483857
G06_R0101,G06,LOGO,holdout_G06,G06,25,20,0.001,0.8,0.2,0.3,4.0,10.341,10.26015711160715
G06_R0102,G06,LOGO,holdout_G06,G06,25,20,0.001,0.8,0.3,0.3,4.0,11.24,11.083280360615063
G06_R0103,G06,LOGO,holdout_G06,G06,25,20,0.001,0.75,0.1,0.3,4.0,9.5823,9.547796501862369
G06_R0104,G06,LOGO,holdout_G06,G06,25,20,0.001,0.75,0.2,0.3,4.0,10.351,10.271128544507594
G06_R0105,G06,LOGO,holdout_G06,G06,25,20,0.001,0.75,0.3,0.3,4.0,11.252,11.095323854662649
G06_R0106,G06,LOGO,holdout_G06,G06,25,20,0.001,0.7,0.1,0.3,4.0,9.5895,9.549773367636178
G06_R0107,G06,LOGO,holdout_G06,G06,25,20,0.001,0.7,0.2,0.3,4.0,10.361,10.278595817325051
G06_R0108,G06,LOGO,holdout_G06,G06,25,20,0.001,0.7,0.3,0.3,4.0,11.265,11.100729455853193
G06_R0109,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.85,0.1,0.3,4.0,9.9593,9.90586024223034
G06_R0110,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.85,0.2,0.3,4.0,10.839,10.715674004464285
G06_R0111,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.85,0.3,0.3,4.0,11.99,11.746659413690477
G06_R0112,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.8,0.1,0.3,4.0,9.963,9.905328562170816
G06_R0113,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.8,0.2,0.3,4.0,10.844,10.717705396825394
G06_R0114,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.8,0.3,0.3,4.0,11.996,11.74950334821431
G06_R0115,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.75,0.1,0.3,4.0,9.9669,9.907310395801776
G06_R0116,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.75,0.2,0.3,4.0,10.849,10.721603670634895
G06_R0117,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.75,0.3,0.3,4.0,12.003,11.75599494394843
G06_R0118,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.7,0.1,0.3,4.0,9.9709,9.908073964551775
G06_R0119,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.7,0.2,0.3,4.0,10.854,10.72325492361109
G06_R0120,G06,LOGO,holdout_G06,G06,25,20,0.0001,0.7,0.3,0.3,4.0,12.009,11.75765684771826
G06_R0121,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.85,0.1,0.3,4.0,10.067,10.002068568105187
G06_R0122,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.85,0.2,0.3,4.0,10.985,10.844765236607127
G06_R0123,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.85,0.3,0.3,4.0,12.207,11.931621614087346
G06_R0124,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.8,0.1,0.3,4.0,10.068,10.002131512450424
G06_R0125,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.8,0.2,0.3,4.0,10.987,10.84485893898808
G06_R0126,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.8,0.3,0.3,4.0,12.209,11.932380772817464
G06_R0127,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.75,0.1,0.3,4.0,10.07,10.002635403323456
G06_R0128,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.75,0.2,0.3,4.0,10.989,10.845586745535702
G06_R0129,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.75,0.3,0.3,4.0,12.211,11.934459484126956
G06_R0130,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.7,0.1,0.3,4.0,10.071,10.002710199156782
G06_R0131,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.7,0.2,0.3,4.0,10.99,10.845698787202368
G06_R0132,G06,LOGO,holdout_G06,G06,25,20,1e-05,0.7,0.3,0.3,4.0,12.214,11.934893294642809
G06_R0133,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.85,0.1,0.3,4.0,10.101,10.032307320932478
G06_R0134,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.85,0.2,0.3,4.0,11.03,10.88389028819434
G06_R0135,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.85,0.3,0.3,4.0,12.271,11.985078031159826
G06_R0136,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.8,0.1,0.3,4.0,10.102,10.03222448164676
G06_R0137,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.8,0.2,0.3,4.0,11.03,10.883921121527676
G06_R0138,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.8,0.3,0.3,4.0,12.271,11.985217135326494
G06_R0139,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.75,0.1,0.3,4.0,10.102,10.032486020337236
G06_R0140,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.75,0.2,0.3,4.0,11.03,10.883843954861009
G06_R0141,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.75,0.3,0.3,4.0,12.271,11.985505304969326
G06_R0142,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.7,0.1,0.3,4.0,10.102,10.032670594742
G06_R0143,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.7,0.2,0.3,4.0,11.031,10.883866934027678
G06_R0144,G06,LOGO,holdout_G06,G06,25,20,1e-06,0.7,0.3,0.3,4.0,12.272,11.9854239388979
G06_R0145,G06,LOGO,holdout_G06,G06,25,50,0.001,0.85,0.1,0.3,4.0,12.399,12.38049434600468
G06_R0146,G06,LOGO,holdout_G06,G06,25,50,0.001,0.85,0.2,0.3,4.0,13.348,13.271585496527775
G06_R0147,G06,LOGO,holdout_G06,G06,25,50,0.001,0.85,0.3,0.3,4.0,14.484,14.294035326884892
G06_R0148,G06,LOGO,holdout_G06,G06,25,50,0.001,0.8,0.1,0.3,4.0,12.407,12.381713289457064
G06_R0149,G06,LOGO,holdout_G06,G06,25,50,0.001,0.8,0.2,0.3,4.0,13.36,13.27693161954365
G06_R0150,G06,LOGO,holdout_G06,G06,25,50,0.001,0.8,0.3,0.3,4.0,14.499,14.301731891369068
G06_R0151,G06,LOGO,holdout_G06,G06,25,50,0.001,0.75,0.1,0.3,4.0,12.416,12.38619012874278
G06_R0152,G06,LOGO,holdout_G06,G06,25,50,0.001,0.75,0.2,0.3,4.0,13.373,13.291101464285743
G06_R0153,G06,LOGO,holdout_G06,G06,25,50,0.001,0.75,0.3,0.3,4.0,14.514,14.31744344642856
G06_R0154,G06,LOGO,holdout_G06,G06,25,50,0.001,0.7,0.1,0.3,4.0,12.425,12.3879727587031
G06_R0155,G06,LOGO,holdout_G06,G06,25,50,0.001,0.7,0.2,0.3,4.0,13.387,13.298937169642848
G06_R0156,G06,LOGO,holdout_G06,G06,25,50,0.001,0.7,0.3,0.3,4.0,14.531,14.325752120535714
G06_R0157,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.85,0.1,0.3,4.0,12.878,12.829904824585194
G06_R0158,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.85,0.2,0.3,4.0,13.971,13.834666480654793
G06_R0159,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.85,0.3,0.3,4.0,15.399,15.109223363591251
G06_R0160,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.8,0.1,0.3,4.0,12.883,12.83011709541853
G06_R0161,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.8,0.2,0.3,4.0,13.977,13.83856144246034
G06_R0162,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.8,0.3,0.3,4.0,15.407,15.11278545436508
G06_R0163,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.75,0.1,0.3,4.0,12.888,12.831847342938367
G06_R0164,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.75,0.2,0.3,4.0,13.983,13.84490129265874
G06_R0165,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.75,0.3,0.3,4.0,15.415,15.119803119724033
G06_R0166,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.7,0.1,0.3,4.0,12.893,12.83227075365265
G06_R0167,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.7,0.2,0.3,4.0,13.989,13.85018689732144
G06_R0168,G06,LOGO,holdout_G06,G06,25,50,0.0001,0.7,0.3,0.3,4.0,15.423,15.121925496212125
G06_R0169,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.85,0.1,0.3,4.0,13.01,12.949045279265867
G06_R0170,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.85,0.2,0.3,4.0,14.148,13.996863783730108
G06_R0171,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.85,0.3,0.3,4.0,15.658,15.333096776785704
G06_R0172,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.8,0.1,0.3,4.0,13.011,12.94909413343254
G06_R0173,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.8,0.2,0.3,4.0,14.15,13.9973451944444
G06_R0174,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.8,0.3,0.3,4.0,15.66,15.333967461309516
G06_R0175,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.75,0.1,0.3,4.0,13.013,12.950002152777806
G06_R0176,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.75,0.2,0.3,4.0,14.152,13.998925660714262
G06_R0177,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.75,0.3,0.3,4.0,15.663,15.335816558035676
G06_R0178,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.7,0.1,0.3,4.0,13.015,12.950145901289709
G06_R0179,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.7,0.2,0.3,4.0,14.154,13.99933151785714
G06_R0180,G06,LOGO,holdout_G06,G06,25,50,1e-05,0.7,0.3,0.3,4.0,15.666,15.335807257440427
G06_R0181,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.85,0.1,0.3,4.0,13.052,12.987195012400797
G06_R0182,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.85,0.2,0.3,4.0,14.202,14.044775723890693
G06_R0183,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.85,0.3,0.3,4.0,15.734,15.398251047528806
G06_R0184,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.8,0.1,0.3,4.0,13.052,12.987279572916664
G06_R0185,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.8,0.2,0.3,4.0,14.202,14.044843470914495
G06_R0186,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.8,0.3,0.3,4.0,15.734,15.398597020743091
G06_R0187,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.75,0.1,0.3,4.0,13.053,12.987316808035706
G06_R0188,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.75,0.2,0.3,4.0,14.203,14.04506611525976
G06_R0189,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.75,0.3,0.3,4.0,15.735,15.398620804473238
G06_R0190,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.7,0.1,0.3,4.0,13.053,12.987456391369037
G06_R0191,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.7,0.2,0.3,4.0,14.203,14.045099031926432
G06_R0192,G06,LOGO,holdout_G06,G06,25,50,1e-06,0.7,0.3,0.3,4.0,15.735,15.398308085723237
G06_R0193,G06,LOGO,holdout_G06,G06,100,3,0.001,0.85,0.1,0.3,4.0,8.0586,8.324559032535182
G06_R0194,G06,LOGO,holdout_G06,G06,100,3,0.001,0.85,0.2,0.3,4.0,8.8292,9.009820016770398
G06_R0195,G06,LOGO,holdout_G06,G06,100,3,0.001,0.85,0.3,0.3,4.0,9.8577,9.86040096760916
G06_R0196,G06,LOGO,holdout_G06,G06,100,3,0.001,0.8,0.1,0.3,4.0,8.0677,8.32435077628518
G06_R0197,G06,LOGO,holdout_G06,G06,100,3,0.001,0.8,0.2,0.3,4.0,8.8428,9.010543440579925
G06_R0198,G06,LOGO,holdout_G06,G06,100,3,0.001,0.8,0.3,0.3,4.0,9.876,9.86262836438496
G06_R0199,G06,LOGO,holdout_G06,G06,100,3,0.001,0.75,0.1,0.3,4.0,8.0771,8.327815947416134
G06_R0200,G06,LOGO,holdout_G06,G06,100,3,0.001,0.75,0.2,0.3,4.0,8.8569,9.01677382088746
G06_R0201,G06,LOGO,holdout_G06,G06,100,3,0.001,0.75,0.3,0.3,4.0,9.8948,9.873407113591307
G06_R0202,G06,LOGO,holdout_G06,G06,100,3,0.001,0.7,0.1,0.3,4.0,8.087,8.328028952178038
G06_R0203,G06,LOGO,holdout_G06,G06,100,3,0.001,0.7,0.2,0.3,4.0,8.8715,9.017068883685075
G06_R0204,G06,LOGO,holdout_G06,G06,100,3,0.001,0.7,0.3,0.3,4.0,9.9143,9.878096884920677
G06_R0205,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.85,0.1,0.3,4.0,8.3066,8.58666757053571
G06_R0206,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.85,0.2,0.3,4.0,9.0658,9.328215785218232
G06_R0207,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.85,0.3,0.3,4.0,10.126,10.309718438492048
G06_R0208,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.8,0.1,0.3,4.0,8.3103,8.587517003571426
G06_R0209,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.8,0.2,0.3,4.0,9.0712,9.329031233134897
G06_R0210,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.8,0.3,0.3,4.0,10.133,10.30951405307538
G06_R0211,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.75,0.1,0.3,4.0,8.3141,8.5889242627976
G06_R0212,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.75,0.2,0.3,4.0,9.0768,9.330793054996384
G06_R0213,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.75,0.3,0.3,4.0,10.141,10.312787365575376
G06_R0214,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.7,0.1,0.3,4.0,8.3181,8.58878771666665
G06_R0215,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.7,0.2,0.3,4.0,9.0827,9.330772332079716
G06_R0216,G06,LOGO,holdout_G06,G06,100,3,0.0001,0.7,0.3,0.3,4.0,10.15,10.31360574950395
G06_R0217,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.85,0.1,0.3,4.0,8.3783,8.652869112130249
G06_R0218,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.85,0.2,0.3,4.0,9.1422,9.40940684454366
G06_R0219,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.85,0.3,0.3,4.0,10.211,10.42636927728176
G06_R0220,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.8,0.1,0.3,4.0,8.3795,8.653710197249298
G06_R0221,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.8,0.2,0.3,4.0,9.1439,9.410416120734132
G06_R0222,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.8,0.3,0.3,4.0,10.214,10.426349558531758
G06_R0223,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.75,0.1,0.3,4.0,8.3807,8.654171912775093
G06_R0224,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.75,0.2,0.3,4.0,9.1457,9.4106882567325
G06_R0225,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.75,0.3,0.3,4.0,10.216,10.427003832341272
G06_R0226,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.7,0.1,0.3,4.0,8.3819,8.65398030831081
G06_R0227,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.7,0.2,0.3,4.0,9.1476,9.410362882922977
G06_R0228,G06,LOGO,holdout_G06,G06,100,3,1e-05,0.7,0.3,0.3,4.0,10.219,10.427286147817462
G06_R0229,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.85,0.1,0.3,4.0,8.404,8.673390364781739
G06_R0230,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.85,0.2,0.3,4.0,9.1701,9.43304222971232
G06_R0231,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.85,0.3,0.3,4.0,10.244,10.454709319309146
G06_R0232,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.8,0.1,0.3,4.0,8.4042,8.67395651805555
G06_R0233,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.8,0.2,0.3,4.0,9.1704,9.433577960069462
G06_R0234,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.8,0.3,0.3,4.0,10.245,10.45473439222581
G06_R0235,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.75,0.1,0.3,4.0,8.4044,8.674029867013882
G06_R0236,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.75,0.2,0.3,4.0,9.1708,9.433344169728548
G06_R0237,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.75,0.3,0.3,4.0,10.246,10.455141420499594
G06_R0238,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.7,0.1,0.3,4.0,8.4046,8.673961046180553
G06_R0239,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.7,0.2,0.3,4.0,9.1712,9.43312646883569
G06_R0240,G06,LOGO,holdout_G06,G06,100,3,1e-06,0.7,0.3,0.3,4.0,10.246,10.455284107999596
G06_R0241,G06,LOGO,holdout_G06,G06,100,6,0.001,0.85,0.1,0.3,4.0,9.5302,9.93638460183534
G06_R0242,G06,LOGO,holdout_G06,G06,100,6,0.001,0.85,0.2,0.3,4.0,10.418,10.712888342261891
G06_R0243,G06,LOGO,holdout_G06,G06,100,6,0.001,0.85,0.3,0.3,4.0,11.614,11.656306173115048
G06_R0244,G06,LOGO,holdout_G06,G06,100,6,0.001,0.8,0.1,0.3,4.0,9.5407,9.937096307192483
G06_R0245,G06,LOGO,holdout_G06,G06,100,6,0.001,0.8,0.2,0.3,4.0,10.434,10.713967499999988
G06_R0246,G06,LOGO,holdout_G06,G06,100,6,0.001,0.8,0.3,0.3,4.0,11.634,11.657882827876954
G06_R0247,G06,LOGO,holdout_G06,G06,100,6,0.001,0.75,0.1,0.3,4.0,9.5516,9.94156575064483
G06_R0248,G06,LOGO,holdout_G06,G06,100,6,0.001,0.75,0.2,0.3,4.0,10.45,10.719831141369037
G06_R0249,G06,LOGO,holdout_G06,G06,100,6,0.001,0.75,0.3,0.3,4.0,11.655,11.6669809707341
G06_R0250,G06,LOGO,holdout_G06,G06,100,6,0.001,0.7,0.1,0.3,4.0,9.5629,9.941827716567444
G06_R0251,G06,LOGO,holdout_G06,G06,100,6,0.001,0.7,0.2,0.3,4.0,10.467,10.720338339285703
G06_R0252,G06,LOGO,holdout_G06,G06,100,6,0.001,0.7,0.3,0.3,4.0,11.677,11.671611604662676
G06_R0253,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.85,0.1,0.3,4.0,9.7951,10.236829640376978
