case_uid,geometry_id,protocol,fold_name,heldout_geometry,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,residual,abs_error
G06_R0253,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.85,0.1,0.3,4.0,29.115299,22.881195979180823,-6.234103020819177,6.234103020819177
G06_R0254,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.85,0.2,0.3,4.0,46.618676,35.63281491119641,-10.985861088803588,10.985861088803588
G06_R0255,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.85,0.3,0.3,4.0,78.787896,57.05189970511961,-21.735996294880398,21.735996294880398
G06_R0256,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.8,0.1,0.3,4.0,29.18963,22.926994755326163,-6.262635244673838,6.262635244673838
G06_R0257,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.8,0.2,0.3,4.0,46.782003,35.73190012731234,-11.05010287268766,11.05010287268766
G06_R0258,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.8,0.3,0.3,4.0,79.12296400000001,57.24144778876568,-21.881516211234327,21.881516211234327
G06_R0259,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.75,0.1,0.3,4.0,29.267895000000003,23.00227028157448,-6.265624718425524,6.265624718425524
G06_R0260,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.75,0.2,0.3,4.0,46.958266,35.90464174177851,-11.05362425822149,11.05362425822149
G06_R0261,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.75,0.3,0.3,4.0,79.487059,57.5737031117367,-21.913355888263304,21.913355888263304
G06_R0262,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.7,0.1,0.3,4.0,29.352083,23.05248466661598,-6.299598333384019,6.299598333384019
G06_R0263,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.7,0.2,0.3,4.0,47.151452,36.01800199180087,-11.133450008199128,11.133450008199128
G06_R0264,G06,LOGO,holdout_G06,G06,100,6,0.0001,0.7,0.3,0.3,4.0,79.887184,57.79645816063944,-22.09072583936057,22.09072583936057
G06_R0265,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.85,0.1,0.3,4.0,39.589822,32.74121537727951,-6.848606622720489,6.848606622720489
G06_R0266,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.85,0.2,0.3,4.0,79.15656700000001,66.93469281204472,-12.221874187955294,12.221874187955294
G06_R0267,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.85,0.3,0.3,4.0,147.671662,123.11207975933289,-24.559582240667112,24.559582240667112
G06_R0268,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.8,0.1,0.3,4.0,39.684588,32.808715949529635,-6.875872050470363,6.875872050470363
G06_R0269,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.8,0.2,0.3,4.0,79.421225,67.1319113191018,-12.289313680898204,12.289313680898204
G06_R0270,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.8,0.3,0.3,4.0,148.201294,123.49050551482242,-24.710788485177574,24.710788485177574
G06_R0271,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.75,0.1,0.3,4.0,39.789331,32.93128568472609,-6.858045315273905,6.858045315273905
G06_R0272,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.75,0.2,0.3,4.0,79.72185300000001,67.47107762514713,-12.250775374852878,12.250775374852878
G06_R0273,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.75,0.3,0.3,4.0,148.80089700000002,124.12978899596972,-24.671108004030287,24.671108004030287
G06_R0274,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.7,0.1,0.3,4.0,39.909048,33.00982882722106,-6.899219172778942,6.899219172778942
G06_R0275,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.7,0.2,0.3,4.0,80.068444,67.71535855579168,-12.353085444208318,12.353085444208318
G06_R0276,G06,LOGO,holdout_G06,G06,100,6,1e-05,0.7,0.3,0.3,4.0,149.490466,124.64882821719388,-24.84163778280612,24.84163778280612
G06_R0277,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.85,0.1,0.3,4.0,112.242402,105.08224657183942,-7.160155428160579,7.160155428160579
G06_R0278,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.85,0.2,0.3,4.0,344.341398,330.7354882162451,-13.605909783754951,13.605909783754951
G06_R0279,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.85,0.3,0.3,4.0,726.591266,700.84988157285,-25.741384427150024,25.741384427150024
G06_R0280,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.8,0.1,0.3,4.0,112.572304,105.38918896934692,-7.183115030653084,7.183115030653084
G06_R0281,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.8,0.2,0.3,4.0,345.191277,331.4417214516718,-13.749555548328203,13.749555548328203
G06_R0282,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.8,0.3,0.3,4.0,728.1611320000001,702.2751921310523,-25.88593986894773,25.88593986894773
G06_R0283,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.75,0.1,0.3,4.0,112.942198,105.75117538980484,-7.191022610195162,7.191022610195162
G06_R0284,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.75,0.2,0.3,4.0,346.16114600000003,332.3753614387196,-13.785784561280424,13.785784561280424
G06_R0285,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.75,0.3,0.3,4.0,729.9609879999999,704.0620391079888,-25.898948892011163,25.898948892011163
G06_R0286,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.7,0.1,0.3,4.0,113.362083,106.13934599397145,-7.2227370060285665,7.2227370060285665
G06_R0287,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.7,0.2,0.3,4.0,347.271005,333.40615403340803,-13.864850966591971,13.864850966591971
G06_R0288,G06,LOGO,holdout_G06,G06,100,6,1e-06,0.7,0.3,0.3,4.0,732.05083,706.0069221678642,-26.0439078321358,26.0439078321358
G06_R0289,G06,LOGO,holdout_G06,G06,100,20,0.001,0.85,0.1,0.3,4.0,23.200536,18.320655086027635,-4.8798809139723645,4.8798809139723645
G06_R0290,G06,LOGO,holdout_G06,G06,100,20,0.001,0.85,0.2,0.3,4.0,34.714384,26.56814948195442,-8.146234518045581,8.146234518045581
G06_R0291,G06,LOGO,holdout_G06,G06,100,20,0.001,0.85,0.3,0.3,4.0,54.018773,39.555539675403736,-14.463233324596269,14.463233324596269
G06_R0292,G06,LOGO,holdout_G06,G06,100,20,0.001,0.8,0.1,0.3,4.0,23.323524000000003,18.386940653320995,-4.936583346679008,4.936583346679008
G06_R0293,G06,LOGO,holdout_G06,G06,100,20,0.001,0.8,0.2,0.3,4.0,34.962416,26.70115447341288,-8.261261526587116,8.261261526587116
G06_R0294,G06,LOGO,holdout_G06,G06,100,20,0.001,0.8,0.3,0.3,4.0,54.516073,39.8080195217722,-14.708053478227804,14.708053478227804
G06_R0295,G06,LOGO,holdout_G06,G06,100,20,0.001,0.75,0.1,0.3,4.0,23.454444,18.5026580056529,-4.951785994347098,4.951785994347098
G06_R0296,G06,LOGO,holdout_G06,G06,100,20,0.001,0.75,0.2,0.3,4.0,35.227382000000006,26.916663343058225,-8.31071865694178,8.31071865694178
G06_R0297,G06,LOGO,holdout_G06,G06,100,20,0.001,0.75,0.3,0.3,4.0,55.051341,40.1734145975729,-14.8779264024271,14.8779264024271
G06_R0298,G06,LOGO,holdout_G06,G06,100,20,0.001,0.7,0.1,0.3,4.0,23.596289,18.578210869402906,-5.018078130597097,5.018078130597097
G06_R0299,G06,LOGO,holdout_G06,G06,100,20,0.001,0.7,0.2,0.3,4.0,35.513276000000005,27.06143048653741,-8.451845513462594,8.451845513462594
G06_R0300,G06,LOGO,holdout_G06,G06,100,20,0.001,0.7,0.3,0.3,4.0,55.630577,40.48483817534675,-15.14573882465325,15.14573882465325
G06_R0301,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.85,0.1,0.3,4.0,29.115299,22.881387667919917,-6.233911332080087,6.233911332080087
G06_R0302,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.85,0.2,0.3,4.0,46.618676,35.632919636531234,-10.985756363468766,10.985756363468766
G06_R0303,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.85,0.3,0.3,4.0,78.787896,57.05111788276545,-21.73677811723455,21.73677811723455
G06_R0304,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.8,0.1,0.3,4.0,29.18963,22.92722903219025,-6.2624009678097465,6.2624009678097465
G06_R0305,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.8,0.2,0.3,4.0,46.782003,35.731934881397166,-11.050068118602836,11.050068118602836
G06_R0306,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.8,0.3,0.3,4.0,79.12296400000001,57.240539375578194,-21.882424624421816,21.882424624421816
G06_R0307,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.75,0.1,0.3,4.0,29.267895000000003,23.002647199541745,-6.265247800458258,6.265247800458258
G06_R0308,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.75,0.2,0.3,4.0,46.958266,35.90360350512371,-11.05466249487629,11.05466249487629
G06_R0309,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.75,0.3,0.3,4.0,79.487059,57.57417745619503,-21.91288154380497,21.91288154380497
G06_R0310,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.7,0.1,0.3,4.0,29.352083,23.052946760833247,-6.299136239166753,6.299136239166753
G06_R0311,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.7,0.2,0.3,4.0,47.151452,36.016963661396105,-11.134488338603894,11.134488338603894
G06_R0312,G06,LOGO,holdout_G06,G06,100,20,0.0001,0.7,0.3,0.3,4.0,79.887184,57.79701817041013,-22.09016582958988,22.09016582958988
G06_R0313,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.85,0.1,0.3,4.0,39.589822,32.741827177748235,-6.847994822251764,6.847994822251764
G06_R0314,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.85,0.2,0.3,4.0,79.15656700000001,66.93581083388402,-12.22075616611599,12.22075616611599
G06_R0315,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.85,0.3,0.3,4.0,147.671662,123.11363011899977,-24.558031881000232,24.558031881000232
G06_R0316,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.8,0.1,0.3,4.0,39.684588,32.809453845415035,-6.875134154584963,6.875134154584963
G06_R0317,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.8,0.2,0.3,4.0,79.421225,67.1329072190661,-12.288317780933909,12.288317780933909
G06_R0318,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.8,0.3,0.3,4.0,148.201294,123.4933380667807,-24.707955933219296,24.707955933219296
G06_R0319,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.75,0.1,0.3,4.0,39.789331,32.93164013062789,-6.857690869372107,6.857690869372107
G06_R0320,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.75,0.2,0.3,4.0,79.72185300000001,67.4699605845905,-12.251892415409516,12.251892415409516
G06_R0321,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.75,0.3,0.3,4.0,148.80089700000002,124.13321878706522,-24.667678212934803,24.667678212934803
G06_R0322,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.7,0.1,0.3,4.0,39.909048,33.010160328331175,-6.898887671668824,6.898887671668824
G06_R0323,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.7,0.2,0.3,4.0,80.068444,67.7148864166726,-12.3535575833274,12.3535575833274
G06_R0324,G06,LOGO,holdout_G06,G06,100,20,1e-05,0.7,0.3,0.3,4.0,149.490466,124.65136569167946,-24.83910030832054,24.83910030832054
G06_R0325,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.85,0.1,0.3,4.0,112.242402,105.08287083385729,-7.159531166142713,7.159531166142713
G06_R0326,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.85,0.2,0.3,4.0,344.341398,330.7270164434861,-13.614381556513877,13.614381556513877
G06_R0327,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.85,0.3,0.3,4.0,726.591266,700.8525976608587,-25.738668339141327,25.738668339141327
G06_R0328,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.8,0.1,0.3,4.0,112.572304,105.38986019876158,-7.182443801238421,7.182443801238421
G06_R0329,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.8,0.2,0.3,4.0,345.191277,331.4401343796033,-13.751142620396706,13.751142620396706
G06_R0330,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.8,0.3,0.3,4.0,728.1611320000001,702.2872199850733,-25.87391201492676,25.87391201492676
G06_R0331,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.75,0.1,0.3,4.0,112.942198,105.75126593534952,-7.190932064650497,7.190932064650497
G06_R0332,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.75,0.2,0.3,4.0,346.16114600000003,332.37063362288035,-13.790512377119684,13.790512377119684
G06_R0333,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.75,0.3,0.3,4.0,729.9609879999999,704.0601737430499,-25.90081425695007,25.90081425695007
G06_R0334,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.7,0.1,0.3,4.0,113.362083,106.13934841700716,-7.222734582992842,7.222734582992842
G06_R0335,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.7,0.2,0.3,4.0,347.271005,333.4027018335644,-13.868303166435624,13.868303166435624
G06_R0336,G06,LOGO,holdout_G06,G06,100,20,1e-06,0.7,0.3,0.3,4.0,732.05083,705.9976248901131,-26.053205109886903,26.053205109886903
G06_R0337,G06,LOGO,holdout_G06,G06,100,50,0.001,0.85,0.1,0.3,4.0,23.200536,18.320867127188347,-4.879668872811653,4.879668872811653
G06_R0338,G06,LOGO,holdout_G06,G06,100,50,0.001,0.85,0.2,0.3,4.0,34.714384,26.567540872058583,-8.146843127941416,8.146843127941416
G06_R0339,G06,LOGO,holdout_G06,G06,100,50,0.001,0.85,0.3,0.3,4.0,54.018773,39.55455967871029,-14.46421332128972,14.46421332128972
G06_R0340,G06,LOGO,holdout_G06,G06,100,50,0.001,0.8,0.1,0.3,4.0,23.323524000000003,18.38715269448171,-4.936371305518293,4.936371305518293
G06_R0341,G06,LOGO,holdout_G06,G06,100,50,0.001,0.8,0.2,0.3,4.0,34.962416,26.70054586351705,-8.261870136482948,8.261870136482948
G06_R0342,G06,LOGO,holdout_G06,G06,100,50,0.001,0.8,0.3,0.3,4.0,54.516073,39.80693042934959,-14.709142570650414,14.709142570650414
G06_R0343,G06,LOGO,holdout_G06,G06,100,50,0.001,0.75,0.1,0.3,4.0,23.454444,18.502497866507063,-4.951946133492935,4.951946133492935
G06_R0344,G06,LOGO,holdout_G06,G06,100,50,0.001,0.75,0.2,0.3,4.0,35.227382000000006,26.916617449010616,-8.31076455098939,8.31076455098939
G06_R0345,G06,LOGO,holdout_G06,G06,100,50,0.001,0.75,0.3,0.3,4.0,55.051341,40.17498987944793,-14.876351120552073,14.876351120552073
G06_R0346,G06,LOGO,holdout_G06,G06,100,50,0.001,0.7,0.1,0.3,4.0,23.596289,18.578050730257065,-5.018238269742934,5.018238269742934
G06_R0347,G06,LOGO,holdout_G06,G06,100,50,0.001,0.7,0.2,0.3,4.0,35.513276000000005,27.0613845924898,-8.451891407510207,8.451891407510207
G06_R0348,G06,LOGO,holdout_G06,G06,100,50,0.001,0.7,0.3,0.3,4.0,55.630577,40.48487168572176,-15.14570531427824,15.14570531427824
G06_R0349,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.85,0.1,0.3,4.0,29.115299,22.88130101875324,-6.233997981246759,6.233997981246759
G06_R0350,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.85,0.2,0.3,4.0,46.618676,35.63386640953124,-10.984809590468764,10.984809590468764
G06_R0351,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.85,0.3,0.3,4.0,78.787896,57.05036432609878,-21.737531673901223,21.737531673901223
G06_R0352,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.8,0.1,0.3,4.0,29.18963,22.927142383023583,-6.2624876169764185,6.2624876169764185
G06_R0353,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.8,0.2,0.3,4.0,46.782003,35.732881654397154,-11.049121345602847,11.049121345602847
G06_R0354,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.8,0.3,0.3,4.0,79.12296400000001,57.23978581891152,-21.88317818108849,21.88317818108849
G06_R0355,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.75,0.1,0.3,4.0,29.267895000000003,23.002662285916745,-6.265232714083261,6.265232714083261
G06_R0356,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.75,0.2,0.3,4.0,46.958266,35.90325921479038,-11.05500678520962,11.05500678520962
G06_R0357,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.75,0.3,0.3,4.0,79.487059,57.57298499329919,-21.91407400670081,21.91407400670081
G06_R0358,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.7,0.1,0.3,4.0,29.352083,23.053012062624912,-6.299070937375088,6.299070937375088
G06_R0359,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.7,0.2,0.3,4.0,47.151452,36.016619371062774,-11.134832628937223,11.134832628937223
G06_R0360,G06,LOGO,holdout_G06,G06,100,50,0.0001,0.7,0.3,0.3,4.0,79.887184,57.79521766043095,-22.09196633956905,22.09196633956905
G06_R0361,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.85,0.1,0.3,4.0,39.589822,32.74182203665448,-6.847999963345522,6.847999963345522
G06_R0362,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.85,0.2,0.3,4.0,79.15656700000001,66.9354772059257,-12.221089794074317,12.221089794074317
G06_R0363,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.85,0.3,0.3,4.0,147.671662,123.11445671586432,-24.55720528413568,24.55720528413568
G06_R0364,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.8,0.1,0.3,4.0,39.684588,32.80933603832127,-6.875251961678728,6.875251961678728
G06_R0365,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.8,0.2,0.3,4.0,79.421225,67.13308538777443,-12.288139612225578,12.288139612225578
G06_R0366,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.8,0.3,0.3,4.0,148.201294,123.49570916864526,-24.705584831354727,24.705584831354727
G06_R0367,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.75,0.1,0.3,4.0,39.789331,32.93178567199247,-6.857545328007525,6.857545328007525
G06_R0368,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.75,0.2,0.3,4.0,79.72185300000001,67.47158390750715,-12.250269092492855,12.250269092492855
G06_R0369,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.75,0.3,0.3,4.0,148.80089700000002,124.1377265988673,-24.66317040113272,24.66317040113272
G06_R0370,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.7,0.1,0.3,4.0,39.909048,33.01036755573742,-6.898680444262581,6.898680444262581
G06_R0371,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.7,0.2,0.3,4.0,80.068444,67.71639074042263,-12.352053259577374,12.352053259577374
G06_R0372,G06,LOGO,holdout_G06,G06,100,50,1e-05,0.7,0.3,0.3,4.0,149.490466,124.6523005605232,-24.8381654394768,24.8381654394768
G06_R0373,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.85,0.1,0.3,4.0,112.242402,105.08247170585724,-7.159930294142754,7.159930294142754
G06_R0374,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.85,0.2,0.3,4.0,344.341398,330.72751723623617,-13.61388076376386,13.61388076376386
G06_R0375,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.85,0.3,0.3,4.0,726.591266,700.854766544359,-25.736499455641024,25.736499455641024
G06_R0376,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.8,0.1,0.3,4.0,112.572304,105.38973954592828,-7.182564454071724,7.182564454071724
G06_R0377,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.8,0.2,0.3,4.0,345.191277,331.4389169435617,-13.752360056438306,13.752360056438306
G06_R0378,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.8,0.3,0.3,4.0,728.1611320000001,702.2858732213352,-25.87525877866483,25.87525877866483
G06_R0379,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.75,0.1,0.3,4.0,112.942198,105.75224936545366,-7.18994863454634,7.18994863454634
G06_R0380,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.75,0.2,0.3,4.0,346.16114600000003,332.37262599625524,-13.788520003744791,13.788520003744791
G06_R0381,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.75,0.3,0.3,4.0,729.9609879999999,704.0520129459633,-25.90897505403666,25.90897505403666
G06_R0382,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.7,0.1,0.3,4.0,113.362083,106.1401369989238,-7.221946001076205,7.221946001076205
G06_R0383,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.7,0.2,0.3,4.0,347.271005,333.4041480201208,-13.86685697987923,13.86685697987923
G06_R0384,G06,LOGO,holdout_G06,G06,100,50,1e-06,0.7,0.3,0.3,4.0,732.05083,705.9951631896132,-26.05566681038681,26.05566681038681
G06_R0385,G06,LOGO,holdout_G06,G06,250,3,0.001,0.85,0.1,0.3,4.0,74.877079,55.49359933377386,-19.383479666226137,19.383479666226137
G06_R0386,G06,LOGO,holdout_G06,G06,250,3,0.001,0.85,0.2,0.3,4.0,112.536237,81.7150581571395,-30.821178842860505,30.821178842860505
G06_R0387,G06,LOGO,holdout_G06,G06,250,3,0.001,0.85,0.3,0.3,4.0,176.502599,122.91887287653093,-53.58372612346909,53.58372612346909
G06_R0388,G06,LOGO,holdout_G06,G06,250,3,0.001,0.8,0.1,0.3,4.0,75.36948600000001,55.74919421827404,-19.620291781725967,19.620291781725967
G06_R0389,G06,LOGO,holdout_G06,G06,250,3,0.001,0.8,0.2,0.3,4.0,113.534491,82.21134383409544,-31.32314716590456,31.32314716590456
G06_R0390,G06,LOGO,holdout_G06,G06,250,3,0.001,0.8,0.3,0.3,4.0,178.461943,124.13961475867056,-54.32232824132944,54.32232824132944
G06_R0391,G06,LOGO,holdout_G06,G06,250,3,0.001,0.75,0.1,0.3,4.0,75.897724,56.182104410392434,-19.715619589607563,19.715619589607563
G06_R0392,G06,LOGO,holdout_G06,G06,250,3,0.001,0.75,0.2,0.3,4.0,114.592663,83.0236771041849,-31.568985895815104,31.568985895815104
G06_R0393,G06,LOGO,holdout_G06,G06,250,3,0.001,0.75,0.3,0.3,4.0,180.571313,125.48384973908048,-55.087463260919534,55.087463260919534
G06_R0394,G06,LOGO,holdout_G06,G06,250,3,0.001,0.7,0.1,0.3,4.0,76.46477200000001,56.48147398324925,-19.98329801675076,19.98329801675076
G06_R0395,G06,LOGO,holdout_G06,G06,250,3,0.001,0.7,0.2,0.3,4.0,115.730741,83.6258118765161,-32.1049291234839,32.1049291234839
G06_R0396,G06,LOGO,holdout_G06,G06,250,3,0.001,0.7,0.3,0.3,4.0,182.840719,126.90812225444112,-55.9325967455589,55.9325967455589
G06_R0397,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.85,0.1,0.3,4.0,92.225991,68.27549061960048,-23.95050038039952,23.95050038039952
G06_R0398,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.85,0.2,0.3,4.0,149.227238,107.64995400939895,-41.57728399060103,41.57728399060103
G06_R0399,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.85,0.3,0.3,4.0,254.60572,173.78760438888273,-80.81811561111726,80.81811561111726
G06_R0400,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.8,0.1,0.3,4.0,92.50351,68.44764058598695,-24.05586941401306,24.05586941401306
G06_R0401,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.8,0.2,0.3,4.0,149.908373,108.0797005261198,-41.82867247388021,41.82867247388021
G06_R0402,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.8,0.3,0.3,4.0,256.0972,174.61204936911244,-81.48515063088755,81.48515063088755
G06_R0403,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.75,0.1,0.3,4.0,92.803878,68.73398639436463,-24.06989160563536,24.06989160563536
G06_R0404,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.75,0.2,0.3,4.0,150.66955199999998,108.80619958505912,-41.86335241494086,41.86335241494086
G06_R0405,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.75,0.3,0.3,4.0,257.74966,176.1841800439814,-81.5654799560186,81.5654799560186
G06_R0406,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.7,0.1,0.3,4.0,93.13107,68.92597170759524,-24.20509829240476,24.20509829240476
G06_R0407,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.7,0.2,0.3,4.0,151.52076100000002,109.32500141805652,-42.19575958194349,42.19575958194349
G06_R0408,G06,LOGO,holdout_G06,G06,250,3,0.0001,0.7,0.3,0.3,4.0,259.59323,177.22929830419028,-82.36393169580973,82.36393169580973
G06_R0409,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.85,0.1,0.3,4.0,121.77874,95.51358143575824,-26.26515856424176,26.26515856424176
G06_R0410,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.85,0.2,0.3,4.0,239.14262,192.47631344794408,-46.66630655205592,46.66630655205592
G06_R0411,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.85,0.3,0.3,4.0,444.00754,351.0183625782216,-92.98917742177844,92.98917742177844
G06_R0412,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.8,0.1,0.3,4.0,122.21817,95.81728301712396,-26.40088698287603,26.40088698287603
G06_R0413,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.8,0.2,0.3,4.0,240.492,193.43898795841463,-47.05301204158536,47.05301204158536
G06_R0414,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.8,0.3,0.3,4.0,446.75786,353.15707163054066,-93.60078836945934,93.60078836945934
G06_R0415,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.75,0.1,0.3,4.0,122.71755,96.38695925048889,-26.33059074951112,26.33059074951112
G06_R0416,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.75,0.2,0.3,4.0,242.06134,195.16805380723537,-46.89328619276464,46.89328619276464
G06_R0417,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.75,0.3,0.3,4.0,449.92835,356.33698645130346,-93.59136354869656,93.59136354869656
G06_R0418,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.7,0.1,0.3,4.0,123.29688,96.78226792584104,-26.51461207415896,26.51461207415896
G06_R0419,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.7,0.2,0.3,4.0,243.88065,196.54622852921517,-47.33442147078486,47.33442147078486
G06_R0420,G06,LOGO,holdout_G06,G06,250,3,1e-05,0.7,0.3,0.3,4.0,453.61904,359.5166930828951,-94.10234691710492,94.10234691710492
G06_R0421,G06,LOGO,holdout_G06,G06,250,3,1e-06,0.85,0.1,0.3,4.0,307.83613,280.3488948462536,-27.487235153746497,27.487235153746497
G06_R0422,G06,LOGO,holdout_G06,G06,250,3,1e-06,0.85,0.2,0.3,4.0,916.98522,866.0773788203095,-50.907841179690536,50.907841179690536
G06_R0423,G06,LOGO,holdout_G06,G06,250,3,1e-06,0.85,0.3,0.3,4.0,1922.9213,1825.5118612336048,-97.40943876639516,97.40943876639516
G06_R0424,G06,LOGO,holdout_G06,G06,250,3,1e-06,0.8,0.1,0.3,4.0,309.07588,281.56402919922954,-27.511850800770446,27.511850800770446
G06_R0425,G06,LOGO,holdout_G06,G06,250,3,1e-06,0.8,0.2,0.3,4.0,920.97492,869.8591494171815,-51.11577058281853,51.11577058281853
