case_uid,geometry_id,split,Re,Pr,Da,epsi,Hp_mm,a_mm,Lw_mm,true_value,pred_value,residual,abs_error
G05_R0348,G05,train,100,50,0.001,0.7,0.3,0.2,5.0,22.575,22.506142802579408,-0.0688571974205913,0.0688571974205913
G05_R0349,G05,train,100,50,0.0001,0.85,0.1,0.2,5.0,19.757,19.77612152060792,0.0191215206079142,0.0191215206079142
G05_R0350,G05,train,100,50,0.0001,0.85,0.2,0.2,5.0,21.373,21.405010700892863,0.0320107008928651,0.0320107008928651
G05_R0351,G05,train,100,50,0.0001,0.85,0.3,0.2,5.0,23.43,23.472610802083324,0.042610802083324,0.042610802083324
G05_R0352,G05,train,100,50,0.0001,0.8,0.1,0.2,5.0,19.764,19.778450220012687,0.0144502200126872,0.0144502200126872
G05_R0353,G05,train,100,50,0.0001,0.8,0.2,0.2,5.0,21.383,21.4048888467262,0.021888846726199,0.021888846726199
G05_R0354,G05,train,100,50,0.0001,0.8,0.3,0.2,5.0,23.444,23.47190143601189,0.0279014360118914,0.0279014360118914
G05_R0355,G05,train,100,50,0.0001,0.75,0.1,0.2,5.0,19.772,19.781669031520583,0.0096690315205876,0.0096690315205876
G05_R0356,G05,train,100,50,0.0001,0.75,0.2,0.2,5.0,21.395,21.41010119791665,0.0151011979166462,0.0151011979166462
G05_R0357,G05,train,100,50,0.0001,0.75,0.3,0.2,5.0,23.459,23.474086860615067,0.0150868606150673,0.0150868606150673
G05_R0358,G05,train,100,50,0.0001,0.7,0.1,0.2,5.0,19.78,19.77985606029043,-0.0001439397095701,0.0001439397095701
G05_R0359,G05,train,100,50,0.0001,0.7,0.2,0.2,5.0,21.406,21.40863167708332,0.0026316770833219,0.0026316770833219
G05_R0360,G05,train,100,50,0.0001,0.7,0.3,0.2,5.0,23.475,23.47412686061507,-0.0008731393849323,0.0008731393849323
G05_R0361,G05,train,100,50,1e-05,0.85,0.1,0.2,5.0,19.918,19.91898623710321,0.0009862371032092,0.0009862371032092
G05_R0362,G05,test,100,50,1e-05,0.85,0.2,0.2,5.0,21.544,21.55208828968245,0.0080882896824547,0.0080882896824547
G05_R0363,G05,train,100,50,1e-05,0.85,0.3,0.2,5.0,23.666,23.674357547619078,0.0083575476190738,0.0083575476190738
G05_R0364,G05,train,100,50,1e-05,0.8,0.1,0.2,5.0,19.92,19.920909204365124,0.0009092043651222,0.0009092043651222
G05_R0365,G05,train,100,50,1e-05,0.8,0.2,0.2,5.0,21.548,21.551966435515787,0.0039664355157889,0.0039664355157889
G05_R0366,G05,test,100,50,1e-05,0.8,0.3,0.2,5.0,23.671,23.674668785714303,0.0036687857143036,0.0036687857143036
G05_R0367,G05,train,100,50,1e-05,0.75,0.1,0.2,5.0,19.923,19.92304791468264,4.791468264286891e-05,4.791468264286891e-05
G05_R0368,G05,train,100,50,1e-05,0.75,0.2,0.2,5.0,21.552,21.552909898809425,0.0009098988094251,0.0009098988094251
G05_R0369,G05,train,100,50,1e-05,0.75,0.3,0.2,5.0,23.677,23.670782101190504,-0.0062178988094956,0.0062178988094956
G05_R0370,G05,train,100,50,1e-05,0.7,0.1,0.2,5.0,19.925,19.92113298511916,-0.0038670148808428,0.0038670148808428
G05_R0371,G05,train,100,50,1e-05,0.7,0.2,0.2,5.0,21.556,21.55156816964277,-0.0044318303572268,0.0044318303572268
G05_R0372,G05,test,100,50,1e-05,0.7,0.3,0.2,5.0,23.683,23.6704975386905,-0.0125024613094986,0.0125024613094986
G05_R0373,G05,train,100,50,1e-06,0.85,0.1,0.2,5.0,19.972,19.96179108184521,-0.0102089181547917,0.0102089181547917
G05_R0374,G05,train,100,50,1e-06,0.85,0.2,0.2,5.0,21.602,21.58371911309517,-0.0182808869048294,0.0182808869048294
G05_R0375,G05,train,100,50,1e-06,0.85,0.3,0.2,5.0,23.73,23.702453364583324,-0.0275466354166766,0.0275466354166766
G05_R0376,G05,train,100,50,1e-06,0.8,0.1,0.2,5.0,19.973,19.96272183184521,-0.0102781681547874,0.0102781681547874
G05_R0377,G05,train,100,50,1e-06,0.8,0.2,0.2,5.0,21.603,21.583597258928503,-0.0194027410714987,0.0194027410714987
G05_R0378,G05,train,100,50,1e-06,0.8,0.3,0.2,5.0,23.732,23.702576790178554,-0.029423209821445,0.029423209821445
G05_R0379,G05,train,100,50,1e-06,0.75,0.1,0.2,5.0,19.973,19.96413209672618,-0.0088679032738205,0.0088679032738205
G05_R0380,G05,test,100,50,1e-06,0.75,0.2,0.2,5.0,21.603,21.582960805555462,-0.0200391944445357,0.0200391944445357
G05_R0381,G05,train,100,50,1e-06,0.75,0.3,0.2,5.0,23.733,23.698690105654755,-0.0343098943452453,0.0343098943452453
G05_R0382,G05,train,100,50,1e-06,0.7,0.1,0.2,5.0,19.974,19.96246825744048,-0.0115317425595229,0.0115317425595229
G05_R0383,G05,train,100,50,1e-06,0.7,0.2,0.2,5.0,21.604,21.582342159722145,-0.0216578402778573,0.0216578402778573
G05_R0384,G05,test,100,50,1e-06,0.7,0.3,0.2,5.0,23.734,23.698405543154752,-0.0355944568452493,0.0355944568452493
G05_R0385,G05,train,250,3,0.001,0.85,0.1,0.2,5.0,10.565,10.623027744543672,0.0580277445436738,0.0580277445436738
G05_R0386,G05,train,250,3,0.001,0.85,0.2,0.2,5.0,11.484,11.530763801497113,0.0467638014971125,0.0467638014971125
G05_R0387,G05,train,250,3,0.001,0.85,0.3,0.2,5.0,12.698,12.733280047077908,0.0352800470779079,0.0352800470779079
G05_R0388,G05,train,250,3,0.001,0.8,0.1,0.2,5.0,10.577,10.62693230704367,0.0499323070436705,0.0499323070436705
G05_R0389,G05,train,250,3,0.001,0.8,0.2,0.2,5.0,11.5,11.534694408234117,0.0346944082341149,0.0346944082341149
G05_R0390,G05,train,250,3,0.001,0.8,0.3,0.2,5.0,12.719,12.73586188933982,0.0168618893398218,0.0168618893398218
G05_R0391,G05,test,250,3,0.001,0.75,0.1,0.2,5.0,10.589,10.628591670138908,0.0395916701389076,0.0395916701389076
G05_R0392,G05,test,250,3,0.001,0.75,0.2,0.2,5.0,11.517,11.53905030704364,0.0220503070436404,0.0220503070436404
G05_R0393,G05,train,250,3,0.001,0.75,0.3,0.2,5.0,12.74,12.746112974161251,0.0061129741612511,0.0061129741612511
G05_R0394,G05,train,250,3,0.001,0.7,0.1,0.2,5.0,10.603,10.626031729662715,0.0230317296627156,0.0230317296627156
G05_R0395,G05,train,250,3,0.001,0.7,0.2,0.2,5.0,11.534,11.53702097668649,0.0030209766864892,0.0030209766864892
G05_R0396,G05,train,250,3,0.001,0.7,0.3,0.2,5.0,12.761,12.749189494994589,-0.0118105050054122,0.0118105050054122
G05_R0397,G05,train,250,3,0.0001,0.85,0.1,0.2,5.0,10.763,10.757060227182558,-0.0059397728174417,0.0059397728174417
G05_R0398,G05,train,250,3,0.0001,0.85,0.2,0.2,5.0,11.6,11.59770497213203,-0.0022950278679694,0.0022950278679694
G05_R0399,G05,train,250,3,0.0001,0.85,0.3,0.2,5.0,12.782,12.77839256029043,-0.0036074397095706,0.0036074397095706
G05_R0400,G05,train,250,3,0.0001,0.8,0.1,0.2,5.0,10.768,10.76126991468256,-0.0067300853174394,0.0067300853174394
G05_R0401,G05,train,250,3,0.0001,0.8,0.2,0.2,5.0,11.608,11.60300432936507,-0.0049956706349298,0.0049956706349298
G05_R0402,G05,train,250,3,0.0001,0.8,0.3,0.2,5.0,12.792,12.782065579139635,-0.0099344208603628,0.0099344208603628
G05_R0403,G05,train,250,3,0.0001,0.75,0.1,0.2,5.0,10.773,10.764233861111114,-0.0087661388888857,0.0087661388888857
G05_R0404,G05,train,250,3,0.0001,0.75,0.2,0.2,5.0,11.616,11.60919873263888,-0.006801267361121,0.006801267361121
G05_R0405,G05,train,250,3,0.0001,0.75,0.3,0.2,5.0,12.802,12.789354132215042,-0.0126458677849576,0.0126458677849576
G05_R0406,G05,train,250,3,0.0001,0.7,0.1,0.2,5.0,10.778,10.76151562896825,-0.0164843710317512,0.0164843710317512
G05_R0407,G05,train,250,3,0.0001,0.7,0.2,0.2,5.0,11.624,11.608361234126962,-0.0156387658730388,0.0156387658730388
G05_R0408,G05,train,250,3,0.0001,0.7,0.3,0.2,5.0,12.813,12.790527673881709,-0.0224723261182919,0.0224723261182919
G05_R0409,G05,train,250,3,1e-05,0.85,0.1,0.2,5.0,10.814,10.817350626984114,0.0033506269841137,0.0033506269841137
G05_R0410,G05,train,250,3,1e-05,0.85,0.2,0.2,5.0,11.595,11.593486195346332,-0.0015138046536691,0.0015138046536691
G05_R0411,G05,train,250,3,1e-05,0.85,0.3,0.2,5.0,12.756,12.756555799558084,0.000555799558084,0.000555799558084
G05_R0412,G05,test,250,3,1e-05,0.8,0.1,0.2,5.0,10.816,10.818875251984124,0.0028752519841219,0.0028752519841219
G05_R0413,G05,test,250,3,1e-05,0.8,0.2,0.2,5.0,11.598,11.596865890873014,-0.0011341091269869,0.0011341091269869
G05_R0414,G05,train,250,3,1e-05,0.8,0.3,0.2,5.0,12.761,12.758904023764437,-0.0020959762355641,0.0020959762355641
G05_R0415,G05,train,250,3,1e-05,0.75,0.1,0.2,5.0,10.817,10.818977993055553,0.0019779930555525,0.0019779930555525
G05_R0416,G05,train,250,3,1e-05,0.75,0.2,0.2,5.0,11.601,11.601448679563491,0.0004486795634921,0.0004486795634921
G05_R0417,G05,train,250,3,1e-05,0.75,0.3,0.2,5.0,12.766,12.762479658685068,-0.0035203413149318,0.0035203413149318
G05_R0418,G05,train,250,3,1e-05,0.7,0.1,0.2,5.0,10.819,10.818215629960315,-0.0007843700396854,0.0007843700396854
G05_R0419,G05,train,250,3,1e-05,0.7,0.2,0.2,5.0,11.605,11.60099753373015,-0.004002466269851,0.004002466269851
G05_R0420,G05,test,250,3,1e-05,0.7,0.3,0.2,5.0,12.771,12.763994392812052,-0.0070056071879491,0.0070056071879491
G05_R0421,G05,train,250,3,1e-06,0.85,0.1,0.2,5.0,10.836,10.830960743055575,-0.0050392569444248,0.0050392569444248
G05_R0422,G05,train,250,3,1e-06,0.85,0.2,0.2,5.0,11.588,11.587912381358231,-8.761864176598522e-05,8.761864176598522e-05
G05_R0423,G05,train,250,3,1e-06,0.85,0.3,0.2,5.0,12.734,12.739443716720771,0.0054437167207712,0.0054437167207712
G05_R0424,G05,train,250,3,1e-06,0.8,0.1,0.2,5.0,10.836,10.83238049305558,-0.0036195069444211,0.0036195069444211
G05_R0425,G05,train,250,3,1e-06,0.8,0.2,0.2,5.0,11.589,11.59026796478174,0.001267964781741,0.001267964781741
G05_R0426,G05,train,250,3,1e-06,0.8,0.3,0.2,5.0,12.736,12.740932485569978,0.0049324855699772,0.0049324855699772
G05_R0427,G05,train,250,3,1e-06,0.75,0.1,0.2,5.0,10.836,10.832227400793675,-0.0037725992063251,0.0037725992063251
G05_R0428,G05,train,250,3,1e-06,0.75,0.2,0.2,5.0,11.59,11.594686455853171,0.0046864558531733,0.0046864558531733
G05_R0429,G05,train,250,3,1e-06,0.75,0.3,0.2,5.0,12.738,12.744516346681074,0.0065163466810744,0.0065163466810744
G05_R0430,G05,train,250,3,1e-06,0.7,0.1,0.2,5.0,10.836,10.831552871031777,-0.0044471289682253,0.0044471289682253
G05_R0431,G05,test,250,3,1e-06,0.7,0.2,0.2,5.0,11.591,11.59495339484126,0.0039533948412593,0.0039533948412593
G05_R0432,G05,train,250,3,1e-06,0.7,0.3,0.2,5.0,12.74,12.74697031096679,0.0069703109667891,0.0069703109667891
G05_R0433,G05,train,250,6,0.001,0.85,0.1,0.2,5.0,12.918,12.957310602678588,0.0393106026785883,0.0393106026785883
G05_R0434,G05,train,250,6,0.001,0.85,0.2,0.2,5.0,14.042,14.07761627331349,0.0356162733134901,0.0356162733134901
G05_R0435,G05,train,250,6,0.001,0.85,0.3,0.2,5.0,15.527,15.552122789682514,0.0251227896825145,0.0251227896825145
G05_R0436,G05,train,250,6,0.001,0.8,0.1,0.2,5.0,12.933,12.959119227678588,0.0261192276785884,0.0261192276785884
G05_R0437,G05,train,250,6,0.001,0.8,0.2,0.2,5.0,14.061,14.078868194444444,0.0178681944444445,0.0178681944444445
G05_R0438,G05,train,250,6,0.001,0.8,0.3,0.2,5.0,15.552,15.557712508928564,0.0057125089285641,0.0057125089285641
G05_R0439,G05,train,250,6,0.001,0.75,0.1,0.2,5.0,12.948,12.965420251488116,0.0174202514881152,0.0174202514881152
G05_R0440,G05,train,250,6,0.001,0.75,0.2,0.2,5.0,14.081,14.087151591269876,0.0061515912698766,0.0061515912698766
G05_R0441,G05,train,250,6,0.001,0.75,0.3,0.2,5.0,15.577,15.56496763988095,-0.0120323601190506,0.0120323601190506
G05_R0442,G05,train,250,6,0.001,0.7,0.1,0.2,5.0,12.964,12.964988751488114,0.0009887514881139,0.0009887514881139
G05_R0443,G05,train,250,6,0.001,0.7,0.2,0.2,5.0,14.102,14.087762539186537,-0.0142374608134652,0.0142374608134652
G05_R0444,G05,test,250,6,0.001,0.7,0.3,0.2,5.0,15.603,15.56496763988095,-0.0380323601190504,0.0380323601190504
G05_R0445,G05,train,250,6,0.0001,0.85,0.1,0.2,5.0,13.143,13.146533831033542,0.0035338310335415,0.0035338310335415
G05_R0446,G05,train,250,6,0.0001,0.85,0.2,0.2,5.0,14.146,14.150004688988082,0.0040046889880809,0.0040046889880809
G05_R0447,G05,train,250,6,0.0001,0.85,0.3,0.2,5.0,15.559,15.555148283730134,-0.0038517162698656,0.0038517162698656
G05_R0448,G05,train,250,6,0.0001,0.8,0.1,0.2,5.0,13.148,13.148304956033543,0.0003049560335437,0.0003049560335437
G05_R0449,G05,train,250,6,0.0001,0.8,0.2,0.2,5.0,14.155,14.151343705357128,-0.0036562946428713,0.0036562946428713
G05_R0450,G05,train,250,6,0.0001,0.8,0.3,0.2,5.0,15.571,15.560705502976182,-0.0102944970238176,0.0102944970238176
G05_R0451,G05,train,250,6,0.0001,0.75,0.1,0.2,5.0,13.154,13.15239541139067,-0.0016045886093305,0.0016045886093305
G05_R0452,G05,train,250,6,0.0001,0.75,0.2,0.2,5.0,14.165,14.156097401785718,-0.0089025982142807,0.0089025982142807
G05_R0453,G05,train,250,6,0.0001,0.75,0.3,0.2,5.0,15.584,15.567085038690475,-0.0169149613095243,0.0169149613095243
G05_R0454,G05,train,250,6,0.0001,0.7,0.1,0.2,5.0,13.161,13.152200703057336,-0.0087992969426622,0.0087992969426622
G05_R0455,G05,train,250,6,0.0001,0.7,0.2,0.2,5.0,14.175,14.15656039136904,-0.0184396086309597,0.0184396086309597
G05_R0456,G05,test,250,6,0.0001,0.7,0.3,0.2,5.0,15.597,15.567085038690475,-0.0299149613095242,0.0299149613095242
G05_R0457,G05,test,250,6,1e-05,0.85,0.1,0.2,5.0,13.199,13.204459441964302,0.0054594419643017,0.0054594419643017
G05_R0458,G05,train,250,6,1e-05,0.85,0.2,0.2,5.0,14.127,14.128237789186514,0.0012377891865131,0.0012377891865131
G05_R0459,G05,train,250,6,1e-05,0.85,0.3,0.2,5.0,15.508,15.51322813640876,0.0052281364087605,0.0052281364087605
G05_R0460,G05,train,250,6,1e-05,0.8,0.1,0.2,5.0,13.201,13.205220066964303,0.0042200669643044,0.0042200669643044
G05_R0461,G05,train,250,6,1e-05,0.8,0.2,0.2,5.0,14.13,14.128790201388895,-0.0012097986111037,0.0012097986111037
G05_R0462,G05,train,250,6,1e-05,0.8,0.3,0.2,5.0,15.514,15.513790633432563,-0.0002093665674358,0.0002093665674358
G05_R0463,G05,test,250,6,1e-05,0.75,0.1,0.2,5.0,13.202,13.206927697916692,0.0049276979166918,0.0049276979166918
G05_R0464,G05,test,250,6,1e-05,0.75,0.2,0.2,5.0,14.134,14.129781640377,-0.0042183596229996,0.0042183596229996
G05_R0465,G05,train,250,6,1e-05,0.75,0.3,0.2,5.0,15.52,15.5159571155754,-0.0040428844245994,0.0040428844245994
G05_R0466,G05,train,250,6,1e-05,0.7,0.1,0.2,5.0,13.204,13.206487510416682,0.0024875104166817,0.0024875104166817
G05_R0467,G05,train,250,6,1e-05,0.7,0.2,0.2,5.0,14.139,14.13058079365081,-0.0084192063491901,0.0084192063491901
G05_R0468,G05,train,250,6,1e-05,0.7,0.3,0.2,5.0,15.526,15.5159208655754,-0.0100791344245987,0.0100791344245987
G05_R0469,G05,train,250,6,1e-06,0.85,0.1,0.2,5.0,13.225,13.212177362418904,-0.0128226375810971,0.0128226375810971
G05_R0470,G05,train,250,6,1e-06,0.85,0.2,0.2,5.0,14.107,14.112015010416718,0.0050150104167183,0.0050150104167183
G05_R0471,G05,train,250,6,1e-06,0.85,0.3,0.2,5.0,15.477,15.484534909000656,0.0075349090006557,0.0075349090006557
G05_R0472,G05,test,250,6,1e-06,0.8,0.1,0.2,5.0,13.225,13.212966112418904,-0.0120338875810954,0.0120338875810954
G05_R0473,G05,train,250,6,1e-06,0.8,0.2,0.2,5.0,14.108,14.112168272321483,0.0041682723214826,0.0041682723214826
G05_R0474,G05,train,250,6,1e-06,0.8,0.3,0.2,5.0,15.479,15.48488215602446,0.0058821560244606,0.0058821560244606
G05_R0475,G05,train,250,6,1e-06,0.75,0.1,0.2,5.0,13.225,13.214833118371288,-0.0101668816287112,0.0101668816287112
G05_R0476,G05,train,250,6,1e-06,0.75,0.2,0.2,5.0,14.109,14.112985940476255,0.0039859404762552,0.0039859404762552
G05_R0477,G05,train,250,6,1e-06,0.75,0.3,0.2,5.0,15.481,15.486044074179247,0.0050440741792474,0.0050440741792474
G05_R0478,G05,train,250,6,1e-06,0.7,0.1,0.2,5.0,13.225,13.21439293087128,-0.010607069128719,0.010607069128719
G05_R0479,G05,train,250,6,1e-06,0.7,0.2,0.2,5.0,14.111,14.113856918154829,0.0028569181548263,0.0028569181548263
G05_R0480,G05,train,250,6,1e-06,0.7,0.3,0.2,5.0,15.484,15.486007824179248,0.0020078241792482,0.0020078241792482
G05_R0481,G05,train,250,20,0.001,0.85,0.1,0.2,5.0,18.969,19.026317181051585,0.0573171810515837,0.0573171810515837
G05_R0482,G05,train,250,20,0.001,0.85,0.2,0.2,5.0,20.711,20.747116788915942,0.0361167889159474,0.0361167889159474
G05_R0483,G05,train,250,20,0.001,0.85,0.3,0.2,5.0,22.971,22.992556896419533,0.0215568964195327,0.0215568964195327
G05_R0484,G05,train,250,20,0.001,0.8,0.1,0.2,5.0,18.991,19.027355931051588,0.0363559310515881,0.0363559310515881
G05_R0485,G05,train,250,20,0.001,0.8,0.2,0.2,5.0,20.74,20.75237798484848,0.0123779848484772,0.0123779848484772
G05_R0486,G05,train,250,20,0.001,0.8,0.3,0.2,5.0,23.009,23.002066419236986,-0.0069335807630146,0.0069335807630146
G05_R0487,G05,train,250,20,0.001,0.75,0.1,0.2,5.0,19.014,19.034462844742077,0.0204628447420738,0.0204628447420738
G05_R0488,G05,train,250,20,0.001,0.75,0.2,0.2,5.0,20.769,20.762517157467517,-0.0064828425324847,0.0064828425324847
G05_R0489,G05,train,250,20,0.001,0.75,0.3,0.2,5.0,23.047,23.02338756903857,-0.0236124309614282,0.0236124309614282
G05_R0490,G05,train,250,20,0.001,0.7,0.1,0.2,5.0,19.038,19.034221511408735,-0.0037784885912621,0.0037784885912621
G05_R0491,G05,train,250,20,0.001,0.7,0.2,0.2,5.0,20.799,20.76345741567458,-0.0355425843254195,0.0355425843254195
G05_R0492,G05,test,250,20,0.001,0.7,0.3,0.2,5.0,23.085,23.023341996121907,-0.0616580038780938,0.0616580038780938
G05_R0493,G05,train,250,20,0.0001,0.85,0.1,0.2,5.0,19.285,19.308703673229537,0.0237036732295372,0.0237036732295372
G05_R0494,G05,train,250,20,0.0001,0.85,0.2,0.2,5.0,20.826,20.81894570310249,-0.0070542968975146,0.0070542968975146
G05_R0495,G05,train,250,20,0.0001,0.85,0.3,0.2,5.0,23.002,23.0008923894751,-0.0011076105248974,0.0011076105248974
G05_R0496,G05,test,250,20,0.0001,0.8,0.1,0.2,5.0,19.294,19.313412256562888,0.0194122565628873,0.0194122565628873
G05_R0497,G05,train,250,20,0.0001,0.8,0.2,0.2,5.0,20.841,20.82814743326121,-0.0128525667387897,0.0128525667387897
G05_R0498,G05,test,250,20,0.0001,0.8,0.3,0.2,5.0,23.021,23.009604453959213,-0.0113955460407879,0.0113955460407879
G05_R0499,G05,train,250,20,0.0001,0.75,0.1,0.2,5.0,19.303,19.312336164301005,0.0093361643010041,0.0093361643010041
G05_R0500,G05,train,250,20,0.0001,0.75,0.2,0.2,5.0,20.856,20.837860992785004,-0.018139007214998,0.018139007214998
G05_R0501,G05,train,250,20,0.0001,0.75,0.3,0.2,5.0,23.04,23.02933793709413,-0.0106620629058653,0.0106620629058653
G05_R0502,G05,test,250,20,0.0001,0.7,0.1,0.2,5.0,19.313,19.31220533096767,-0.0007946690323272,0.0007946690323272
G05_R0503,G05,train,250,20,0.0001,0.7,0.2,0.2,5.0,20.872,20.83641433730159,-0.0355856626984092,0.0355856626984092
G05_R0504,G05,train,250,20,0.0001,0.7,0.3,0.2,5.0,23.06,23.02929236417747,-0.0307076358225302,0.0307076358225302
G05_R0505,G05,train,250,20,1e-05,0.85,0.1,0.2,5.0,19.355,19.35127142259825,-0.0037285774017483,0.0037285774017483
G05_R0506,G05,train,250,20,1e-05,0.85,0.2,0.2,5.0,20.779,20.77754590647546,-0.0014540935245399,0.0014540935245399
G05_R0507,G05,train,250,20,1e-05,0.85,0.3,0.2,5.0,22.881,22.886053613591294,0.0050536135912935,0.0050536135912935
G05_R0508,G05,train,250,20,1e-05,0.8,0.1,0.2,5.0,19.358,19.35596496426493,-0.0020350357350658,0.0020350357350658
G05_R0509,G05,train,250,20,1e-05,0.8,0.2,0.2,5.0,20.785,20.78477668871753,-0.0002233112824718,0.0002233112824718
G05_R0510,G05,train,250,20,1e-05,0.8,0.3,0.2,5.0,22.889,22.885926342757948,-0.0030736572420515,0.0030736572420515
G05_R0511,G05,train,250,20,1e-05,0.75,0.1,0.2,5.0,19.36,19.355179282717344,-0.004820717282655,0.004820717282655
G05_R0512,G05,train,250,20,1e-05,0.75,0.2,0.2,5.0,20.791,20.788738754193734,-0.0022612458062667,0.0022612458062667
G05_R0513,G05,train,250,20,1e-05,0.75,0.3,0.2,5.0,22.898,22.89006614186509,-0.0079338581349084,0.0079338581349084
G05_R0514,G05,train,250,20,1e-05,0.7,0.1,0.2,5.0,19.363,19.35506942855068,-0.0079305714493216,0.0079305714493216
G05_R0515,G05,train,250,20,1e-05,0.7,0.2,0.2,5.0,20.798,20.78735939632936,-0.0106406036706374,0.0106406036706374
G05_R0516,G05,train,250,20,1e-05,0.7,0.3,0.2,5.0,22.908,22.89014284573414,-0.0178571542658616,0.0178571542658616
G05_R0517,G05,train,250,20,1e-06,0.85,0.1,0.2,5.0,19.392,19.383649670183942,-0.0083503298160572,0.0083503298160572
G05_R0518,G05,train,250,20,1e-06,0.85,0.2,0.2,5.0,20.658,20.68797348701297,0.0299734870129704,0.0299734870129704
G05_R0519,G05,train,250,20,1e-06,0.85,0.3,0.2,5.0,22.832,22.84264076984125,0.0106407698412454,0.0106407698412454
G05_R0520,G05,train,250,20,1e-06,0.8,0.1,0.2,5.0,19.392,19.38709500351728,-0.0049049964827219,0.0049049964827219
G05_R0521,G05,test,250,20,1e-06,0.8,0.2,0.2,5.0,20.659,20.6921253734217,0.0331253734217007,0.0331253734217007
G05_R0522,G05,train,250,20,1e-06,0.8,0.3,0.2,5.0,22.835,22.84261349900791,0.0076134990079097,0.0076134990079097
G05_R0523,G05,train,250,20,1e-06,0.75,0.1,0.2,5.0,19.392,19.386922638933974,-0.0050773610660215,0.0050773610660215
G05_R0524,G05,train,250,20,1e-06,0.75,0.2,0.2,5.0,20.661,20.692038179969323,0.0310381799693217,0.0310381799693217
G05_R0525,G05,train,250,20,1e-06,0.75,0.3,0.2,5.0,22.839,22.845338267361093,0.0063382673610945,0.0063382673610945
G05_R0526,G05,train,250,20,1e-06,0.7,0.1,0.2,5.0,19.393,19.38676878476731,-0.0062312152326917,0.0062312152326917
G05_R0527,G05,train,250,20,1e-06,0.7,0.2,0.2,5.0,20.663,20.689492976596306,0.0264929765963017,0.0264929765963017
G05_R0528,G05,train,250,20,1e-06,0.7,0.3,0.2,5.0,22.843,22.84562274206348,0.0026227420634796,0.0026227420634796
G05_R0529,G05,test,250,50,0.001,0.85,0.1,0.2,5.0,26.011,26.36293234194617,0.3519323419461706,0.3519323419461706
G05_R0530,G05,train,250,50,0.001,0.85,0.2,0.2,5.0,28.487,28.51282489335311,0.0258248933531106,0.0258248933531106
G05_R0531,G05,train,250,50,0.001,0.85,0.3,0.2,5.0,31.799,31.82188792424248,0.0228879242424824,0.0228879242424824
G05_R0532,G05,train,250,50,0.001,0.8,0.1,0.2,5.0,26.041,26.3633593002795,0.3223593002795013,0.3223593002795013
G05_R0533,G05,test,250,50,0.001,0.8,0.2,0.2,5.0,28.523,28.529693070436487,0.0066930704364871,0.0066930704364871
G05_R0534,G05,train,250,50,0.001,0.8,0.3,0.2,5.0,31.849,31.819917507575816,-0.0290824924241839,0.0290824924241839
G05_R0535,G05,test,250,50,0.001,0.75,0.1,0.2,5.0,26.072,26.411116115755704,0.3391161157557043,0.3391161157557043
G05_R0536,G05,test,250,50,0.001,0.75,0.2,0.2,5.0,28.56,28.53328367460317,-0.0267163253968298,0.0267163253968298
G05_R0537,G05,train,250,50,0.001,0.75,0.3,0.2,5.0,31.9,31.83316547781393,-0.0668345221860633,0.0668345221860633
G05_R0538,G05,test,250,50,0.001,0.7,0.1,0.2,5.0,26.105,26.41102215742237,0.3060221574223654,0.3060221574223654
G05_R0539,G05,train,250,50,0.001,0.7,0.2,0.2,5.0,28.598,28.54542474900799,-0.0525752509920103,0.0525752509920103
G05_R0540,G05,train,250,50,0.001,0.7,0.3,0.2,5.0,31.949,31.834592915313934,-0.1144070846860678,0.1144070846860678
G05_R0541,G05,train,250,50,0.0001,0.85,0.1,0.2,5.0,26.444,26.36293234194617,-0.0810676580538292,0.0810676580538292
G05_R0542,G05,train,250,50,0.0001,0.85,0.2,0.2,5.0,28.526,28.5231020272817,-0.0028979727183013,0.0028979727183013
G05_R0543,G05,train,250,50,0.0001,0.85,0.3,0.2,5.0,31.529,31.553709004103425,0.0247090041034248,0.0247090041034248
G05_R0544,G05,train,250,50,0.0001,0.8,0.1,0.2,5.0,26.457,26.3633593002795,-0.093640699720499,0.093640699720499
G05_R0545,G05,test,250,50,0.0001,0.8,0.2,0.2,5.0,28.546,28.539444777281748,-0.0065552227182514,0.0065552227182514
G05_R0546,G05,train,250,50,0.0001,0.8,0.3,0.2,5.0,31.554,31.550334795770087,-0.003665204229911,0.003665204229911
G05_R0547,G05,train,250,50,0.0001,0.75,0.1,0.2,5.0,26.47,26.411116115755704,-0.0588838842442953,0.0588838842442953
G05_R0548,G05,train,250,50,0.0001,0.75,0.2,0.2,5.0,28.567,28.544382435019852,-0.0226175649801447,0.0226175649801447
G05_R0549,G05,train,250,50,0.0001,0.75,0.3,0.2,5.0,31.58,31.55006888505578,-0.0299311149442189,0.0299311149442189
G05_R0550,G05,train,250,50,0.0001,0.7,0.1,0.2,5.0,26.484,26.41102215742237,-0.0729778425776359,0.0729778425776359
G05_R0551,G05,train,250,50,0.0001,0.7,0.2,0.2,5.0,28.589,28.5510690004961,-0.0379309995038994,0.0379309995038994
G05_R0552,G05,test,250,50,0.0001,0.7,0.3,0.2,5.0,31.607,31.55007586422245,-0.0569241357775531,0.0569241357775531
G05_R0553,G05,train,250,50,1e-05,0.85,0.1,0.2,5.0,26.546,26.548111242559504,0.0021112425595042,0.0021112425595042
G05_R0554,G05,train,250,50,1e-05,0.85,0.2,0.2,5.0,28.427,28.429191081845275,0.0021910818452752,0.0021910818452752
